iter	Passed	Remaining
237	416	1333
238	417	1329
239	418	1324
240	419	1320
241	420	1316
242	421	1311
243	422	1307
244	422	1303
245	423	1299
246	425	1296
247	426	1294
248	427	1290
249	428	1286
250	429	1282
251	430	1278
252	431	1274
253	432	1270
254	433	1266
255	434	1263
256	435	1259
257	436	1255
258	437	1251
259	438	1247
260	439	1243
261	441	1243
262	442	1240
263	443	1237
264	444	1234
265	446	1231
266	447	1228
267	448	1224
268	449	1220
269	450	1217
270	451	1213
271	452	1210
272	453	1206
273	454	1203
274	456	1203
275	457	1199
276	458	1196
277	459	1192
278	460	1189
279	461	1186
280	462	1182
281	463	1179
282	464	1176
283	465	1172
284	466	1169
285	467	1166
286	468	1162
287	469	1159
288	471	1159
289	472	1156
290	473	1153
291	474	1149
292	475	1146
293	476	1143
294	477	1140
295	478	1137
296	479	1134
297	480	1131
298	481	1128
299	482	1125
300	483	1122
301	484	1119
302	486	1118
303	487	1115
304	488	1113
305	490	1111
306	491	1108
307	492	1107
308	493	1104
309	494	1101
310	496	1098
311	497	1096
312	498	1093
313	500	1093
314	501	1091
315	503	1088
316	504	1086
317	505	1084
318	507	1083
319	508	1081
320	510	1079
321	511	1077
322	515	1081
323	517	1079
324	518	1077
325	520	1076
326	522	1075
327	523	1073
328	524	1070
329	526	1068
330	527	1065
331	529	1066
332	531	1063
333	532	1061
334	533	1058
335	534	1056
336	535	1053
337	536	1051
338	538	1049
339	539	1046
340	540	1044
341	541	1042
342	544	1042
343	545	1040
344	547	1039
345	549	1037
346	550	1035
347	551	1033
348	552	1030
349	553	1028
350	554	1025
351	555	1022
352	558	1022
353	559	1020
354	560	1018
355	561	1015
356	562	1012
357	563	1010
358	564	1008
359	566	1006
360	567	1003
361	568	1001
362	569	998
363	570	995
364	573	997
365	574	994
366	575	992
367	576	990
368	577	987
369	579	985
370	580	983
371	581	981
372	582	978
373	583	976
374	584	973
375	585	971
376	588	972
377	589	970
378	590	968
379	591	965
380	593	963
381	594	961
382	595	958
383	596	956
384	597	953
385	598	951
386	598	948
387	599	946
388	603	947
389	604	945
390	605	943
391	606	941
392	608	939
393	609	936
394	610	934
395	611	932
396	612	929
397	612	927
398	613	924
399	614	922
400	618	924
401	619	922
402	621	920
403	622	917
404	623	915
405	624	913
406	625	911
407	626	909
408	627	906
409	628	904
410	629	901
411	630	899
412	633	900
413	634	898
414	635	896
415	637	894
416	638	892
417	639	890
418	640	887
419	641	885
420	642	883
421	643	881
422	644	878
423	645	876
424	648	877
425	649	875
426	650	873
427	652	871
428	653	869
429	654	867
430	655	865
431	656	862
432	657	860
433	658	858
434	659	856
435	660	853
436	663	855
437	664	853
438	665	851
439	667	849
440	668	846
441	669	844
442	670	842
443	671	840
444	671	838
445	672	835
446	673	833
447	674	831
448	678	832
449	679	830
450	680	827
451	680	825
452	681	823
453	682	821
454	683	819
455	684	816
456	686	815
457	687	813
458	688	810
459	688	808
460	689	806
461	692	806
462	693	804
463	694	802
464	695	800
465	696	798
466	697	796
467	698	794
468	699	792
469	700	790
470	701	787
471	702	785
472	703	783
473	704	781
474	707	781
475	708	779
476	709	777
477	710	775
478	711	773
479	712	771
480	713	769
481	714	767
482	715	765
483	716	763
484	716	761
485	717	759
486	718	757
487	719	755
488	722	754
489	723	753
490	724	751
491	725	749
492	726	747
493	728	745
494	729	743
495	730	741
496	731	740
497	732	738
498	733	736
499	734	734
500	735	732
501	736	731
502	737	729
503	738	727
504	739	725
505	740	723
506	741	721
507	742	719
508	743	717
509	744	715
510	745	713
511	746	711
512	747	709
513	748	707
514	749	706
515	751	704
516	752	702
517	753	700
518	754	699
519	755	697
520	756	695
521	757	693
522	758	691
523	758	689
524	759	687
525	760	685
526	761	683
527	762	681
528	763	680
529	765	679
530	766	677
531	767	675
532	768	673
533	769	671
534	770	669
535	771	668
536	772	666
537	773	664
538	774	662
539	775	660
540	776	658
541	777	656
542	778	655
543	780	654
544	781	652
545	782	650
546	783	648
547	784	646
548	785	645
549	786	643
550	787	641
551	788	639
552	789	637
553	790	636
554	791	634
555	792	633
556	794	631
557	795	630
558	797	628
559	798	627
560	799	625
561	800	623
562	801	622
563	802	620
564	803	618
565	804	616
566	805	615
567	806	613
568	807	611
569	809	611
570	811	609
571	812	607
572	813	606
573	814	604
574	815	602
575	816	601
576	817	599
577	818	597
578	819	595
579	820	594
580	821	592
581	822	590
582	823	589
583	825	587
584	826	586
585	827	584
586	827	582
587	828	580
588	829	579
589	830	577
590	831	575
591	832	573
592	833	572
593	834	570
594	835	568
595	836	567
596	838	565
597	839	564
598	840	562
599	841	561
600	842	559
601	843	557
602	844	556
603	845	554
604	846	552
605	847	550
606	848	549
607	849	547
608	850	545
609	851	544
610	852	542
611	854	541
612	855	540
613	856	538
614	857	536
615	858	535
616	859	533
617	860	531
618	861	530
619	862	528
620	863	526
621	864	525
622	864	523
623	865	521
624	866	520
625	868	519
626	869	517
627	870	515
628	871	514
629	872	512
630	873	511
631	874	509
632	875	507
633	876	506
634	877	504
635	878	502
636	879	501
637	880	499
638	881	497
639	882	496
640	884	495
641	885	493
642	886	492
643	887	490
644	888	488
645	889	487
646	891	486
647	892	484
648	893	483
649	894	481
650	895	480
651	898	479
652	900	478
653	901	477
654	902	475
655	905	474
656	906	473
657	907	471
658	908	470
659	909	468
660	911	467
661	914	467
662	916	465
663	918	464
664	919	463
665	921	461
666	925	461
667	926	460
668	928	459
669	930	458
670	931	456
671	934	456
672	935	454
673	936	453
674	938	451
675	939	450
676	943	449
677	945	448
678	946	447
679	947	446
680	949	444
681	950	443
682	951	441
683	952	440
684	953	438
685	954	437
686	960	437
687	961	435
688	962	434
689	963	432
690	964	431
691	965	429
692	966	428
693	967	426
694	969	425
695	970	423
696	975	423
697	976	422
698	977	420
699	978	419
700	979	417
701	980	416
702	981	414
703	982	413
704	983	411
705	984	410
706	985	408
707	987	407
708	989	405
709	990	404
710	995	404
711	1006	407
712	1014	408
713	1016	407
714	1018	405
715	1019	404
716	1027	405
717	1029	404
718	1033	403
719	1037	403
720	1041	403
721	1043	401
722	1045	400
723	1063	405
724	1066	404
725	1070	403
726	1071	402
727	1074	401
728	1076	400
729	1103	408
730	1105	406
731	1108	405
732	1110	404
733	1115	404
734	1117	402
735	1122	402
736	1136	405
737	1147	407
738	1149	405
739	1151	404
740	1153	403
741	1162	404
742	1164	402
743	1165	401
744	1167	399
745	1169	398
746	1170	396
747	1175	396
748	1177	394
749	1181	393
750	1182	392
751	1184	390
752	1186	389
753	1194	389
754	1196	388
755	1198	386
756	1199	385
757	1207	385
758	1209	384
759	1211	382
760	1213	381
761	1215	379
762	1217	378
763	1219	376
764	1221	375
765	1223	373
766	1225	372
767	1227	370
768	1229	369
769	1238	369
770	1240	368
771	1242	366
772	1244	365
773	1248	364
774	1249	362
775	1253	361
776	1255	360
777	1257	358
778	1259	357
779	1262	356
780	1264	354
781	1266	353
782	1267	351
783	1270	349
784	1271	348
785	1275	347
786	1279	346
787	1281	344
788	1287	344
789	1289	342
790	1294	342
791	1295	340
792	1297	338
793	1298	336
794	1300	335
795	1301	333
796	1303	332
797	1305	330
798	1306	328
799	1310	327
800	1312	326
801	1314	324
802	1316	322
803	1318	321
804	1319	319
805	1321	317
806	1325	316
807	1326	315
808	1329	313
809	1331	312
810	1333	310
811	1335	309
812	1336	307
813	1340	306
814	1342	304
815	1343	302
816	1345	301
817	1347	299
818	1349	298
819	1350	296
820	1352	294
821	1355	293
822	1357	291
823	1362	290
824	1364	289
825	1366	287
826	1367	286
827	1371	284
828	1373	283
829	1375	281
830	1377	280
831	1379	278
832	1382	277
833	1385	275
834	1387	274
835	1388	272
836	1389	270
837	1391	268
838	1392	267
839	1393	265
840	1394	263
841	1395	261
842	1397	260
843	1400	258
844	1401	257
845	1402	255
846	1404	253
847	1405	251
848	1406	250
849	1407	248
850	1409	246
851	1410	245
852	1411	243
853	1413	241
854	1416	240
855	1419	238
856	1421	237
857	1423	235
858	1424	233
859	1425	232
860	1426	230
861	1427	228
862	1429	226
863	1431	225
864	1432	223
865	1433	221
866	1435	220
867	1436	218
868	1437	216
869	1439	215
870	1440	213
871	1441	211
872	1442	209
873	1443	208
874	1444	206
875	1446	204
876	1447	202
877	1448	201
878	1449	199
879	1450	197
880	1450	195
881	1451	194
882	1452	192
883	1453	190
884	1454	189
885	1455	187
886	1456	185
887	1457	183
888	1459	182
889	1460	180
890	1461	178
891	1462	177
892	1464	175
893	1465	173
894	1466	172
895	1467	170
896	1468	168
897	1468	166
898	1469	165
899	1470	163
900	1471	161
901	1474	160
902	1475	158
903	1475	156
904	1476	155
905	1477	153
906	1478	151
907	1479	149
908	1480	148
909	1481	146
910	1482	144
911	1483	143
912	1484	141
913	1485	139
914	1486	138
915	1488	136
916	1489	134
917	1490	133
918	1491	131
919	1492	129
920	1493	128
921	1494	126
922	1495	124
923	1496	123
924	1497	121
925	1498	119
926	1499	118
927	1500	116
928	1501	114
929	1502	113
930	1503	111
931	1504	109
932	1505	108
933	1506	106
934	1508	104
935	1509	103
936	1510	101
937	1511	99
938	1512	98
939	1513	96
940	1514	94
941	1515	93
942	1517	91
943	1518	90
944	1519	88
945	1521	86
946	1522	85
947	1523	83
948	1524	81
949	1525	80
950	1526	78
951	1527	77
952	1529	75
953	1530	73
954	1533	72
955	1534	70
956	1535	68
957	1536	67
958	1537	65
959	1538	64
960	1539	62
961	1539	60
962	1540	59
963	1541	57
964	1542	55
965	1543	54
966	1544	52
967	1545	51
968	1547	49
969	1549	47
970	1550	46
971	1551	44
972	1552	43
973	1554	41
974	1555	39
975	1556	38
976	1557	36
977	1558	35
978	1559	33
979	1561	31
980	1563	30
981	1564	28
982	1565	27
983	1567	25
984	1568	23
985	1569	22
986	1571	20
987	1572	19
988	1573	17
989	1574	15
990	1577	14
991	1579	12
992	1580	11
993	1581	9
994	1582	7
995	1583	6
996	1584	4
997	1585	3
998	1586	1
999	1587	0
